epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7093750238418579,9.999999747378752e-05,0.7027090787887573,0.956250011920929,0.2545751929283142
1,0.9118055701255798,9.999999747378752e-05,0.2756841778755188,0.9833333492279053,0.12654592096805573
2,0.948437511920929,9.999999747378752e-05,0.1699005365371704,0.9902777671813965,0.08220484107732773
3,0.9605903029441833,9.999999747378752e-05,0.1304740011692047,0.9902777671813965,0.06378015875816345
4,0.9704861044883728,9.999999747378752e-05,0.09882434457540512,0.9902777671813965,0.05432530865073204
5,0.9777777791023254,9.999999747378752e-05,0.0852038711309433,0.9902777671813965,0.047241903841495514
6,0.9769096970558167,9.999999747378752e-05,0.08290955424308777,0.9916666746139526,0.03902653232216835
7,0.9817708134651184,9.999999747378752e-05,0.06587418168783188,0.9916666746139526,0.03897425904870033
8,0.9826388955116272,9.999999747378752e-05,0.060114484280347824,0.9916666746139526,0.0347830168902874
9,0.9859374761581421,9.999999747378752e-05,0.053977273404598236,0.9916666746139526,0.03438548371195793
