epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7041666507720947,9.999999747378752e-05,0.688690721988678,0.9590277671813965,0.23093704879283905
1,0.9048610925674438,9.999999747378752e-05,0.2749056816101074,0.980555534362793,0.12290279567241669
2,0.9446180462837219,9.999999747378752e-05,0.17535769939422607,0.9861111044883728,0.08251658082008362
3,0.9602430462837219,9.999999747378752e-05,0.13442681729793549,0.987500011920929,0.06296110898256302
4,0.9713541865348816,9.999999747378752e-05,0.10326821357011795,0.988194465637207,0.05287237837910652
5,0.9730902910232544,9.999999747378752e-05,0.08464471250772476,0.9902777671813965,0.04586149752140045
6,0.9781249761581421,9.999999747378752e-05,0.07531370222568512,0.9895833134651184,0.04391799494624138
7,0.9828125238418579,9.999999747378752e-05,0.06269483268260956,0.9895833134651184,0.039086855947971344
8,0.9831597208976746,9.999999747378752e-05,0.06117677688598633,0.9909722208976746,0.03492634743452072
9,0.9855902791023254,9.999999747378752e-05,0.05168210715055466,0.9909722208976746,0.03519843891263008
